SentenceID,Token,Label
66,F3,O
66,ini,O
66,menunjukkan,O
66,kualitas,O
66,yang,O
66,memenuhi,O
66,standar,O
66,uji,O
66,fisik,O
66,tablet,O
66,.,O
67,Demensia,B-DISEASE
67,dapat,O
67,disebabkan,O
67,karena,O
67,kematian,O
67,neuron,O
67,otak,O
67,akibat,O
67,stres,B-DISEASE
67,oksidatif,I-DISEASE
67,.,O
68,Rimpang,B-HERB
68,kunyit,I-HERB
68,(,O
68,Curcuma,B-HERB
68,longa,I-HERB
68,Linn,O
68,),O
68,mengandung,O
68,kurkumin,B-COMPOUND
68,yang,O
68,memiliki,O
68,efek,O
68,antioksidatif,B-EFFECT
68,dan,O
68,neuroprotektif,B-EFFECT
68,.,O
69,Tujuan,O
69,umum,O
69,penelitian,O
69,ini,O
69,adalah,O
69,untuk,O
69,mengembangkan,O
69,ekstrak,B-TREATMENT
69,rimpang,I-TREATMENT
69,kunyit,I-TREATMENT
69,sebagai,O
69,sediaan,O
69,pencegah,O
69,demensia,B-DISEASE
69,.,O
70,Tujuan,O
70,khususnya,O
70,adalah,O
70,untuk,O
70,mengkaji,O
70,mekanisme,O
70,in,O
70,vivo,O
70,ekstrak,B-TREATMENT
70,rimpang,I-TREATMENT
70,kunyit,I-TREATMENT
70,(,O
70,C.,O
70,longa,O
70,L.,O
70,),O
70,terstandar,O
70,kurkumin,B-COMPOUND
70,pada,O
70,tikus,B-POPULATION
70,Sprague,I-POPULATION
70,Dawley,I-POPULATION
70,model,O
70,demensia,B-DISEASE
70,yang,O
70,diinduksi,O
70,trimetiltin,O
70,(,O
70,TMT,O
70,),O
70,dengan,O
70,:,O
70,(,O
70,1,O
70,),O
70,mengamati,O
70,memori,O
70,spasial,O
70,melalui,O
70,uji,B-METHOD
70,Morris,I-METHOD
70,water,I-METHOD
70,maze,I-METHOD
70,",",O
70,(,O
70,2,O
70,),O
70,mengukur,O
70,penanda,O
70,stres,B-DISEASE
70,oksidatif,I-DISEASE
70,melalui,O
70,pengamatan,B-METHOD
70,biokimiawi,I-METHOD
70,kadar,O
70,MDA,O
70,plasma,O
70,dan,O
70,otak,O
70,",",O
70,kadar,O
70,glutation,O
70,(,O
70,GSH,O
70,),O
70,",",O
70,aktivitas,O
70,glutation,O
70,peroksidase,O
70,(,O
70,GPx,O
70,),O
70,",",O
70,superoksid,O
70,dismutase,O
70,(,O
70,SOD,O
70,),O
70,",",O
70,dan,O
70,katalase,O
70,(,O
70,CAT,O
70,),O
70,otak,O
70,",",O
70,(,O
70,3,O
70,),O
70,pengamatan,B-METHOD
70,histologik,I-METHOD
70,dengan,O
70,menghitung,O
70,estimasi,O
70,jumlah,O
70,total,O
70,sel,O
70,pyramidal,O
70,hippocampus,O
70,di,O
70,daerah,O
70,CA1,O
70,dan,O
70,CA2-CA3,O
70,dengan,O
70,metode,O
70,stereologi,O
70,serta,O
70,pengamatan,O
70,semikuantitatif,O
70,imunohistokimia,B-METHOD
70,ekspresi,O
70,protein,O
70,caspase-3,O
70,di,O
70,daerah,O
70,tersebut,O
70,.,O
71,Penelitian,O
71,ini,O
71,menggunakan,O
71,tikus,B-POPULATION
71,Sprague,I-POPULATION
71,Dawley,I-POPULATION
71,",",O
71,umur,O
71,sekitar,O
71,2,O
71,bulan,O
71,",",O
71,berat,O
71,180-200,O
71,g,O
71,",",O
71,dibagi,O
71,menjadi,O
71,6,O
71,kelompok,O
71,perlakuan,O
71,",",O
71,masing-masing,O
71,kelompok,O
71,terdiri,O
71,dari,O
71,10,O
71,ekor,O
71,.,O
72,Kelompok,O
72,normal,O
72,(,O
72,KN,O
72,),O
72,diberi,O
72,larutan,O
72,CMC-Na,O
72,per,O
72,oral,O
72,(,O
72,p.o,O
72,),O
72,dan,O
72,injeksi,O
72,salin,O
72,intraperitoneal,O
72,(,O
72,i.p,O
72,),O
72,",",O
72,Kelompok,O
72,Kontrol,O
72,Sakit,O
72,(,O
72,KS,O
72,),O
72,diberi,O
72,larutan,O
72,CMC-Na,O
72,p.o,O
72,dan,O
72,injeksi,O
72,larutan,O
72,TMT,O
72,dalam,O
72,salin,O
72,"0,9",O
72,%,O
72,i.p,O
72,",",O
72,Kelompok,O
72,Kontrol,O
72,Positif,O
72,(,O
72,KP,O
72,),O
72,diberi,O
72,sitikolin,B-TREATMENT
72,dosis,O
72,200,O
72,mg/kg,O
72,p.o,O
72,dan,O
72,injeksi,O
72,TMT,O
72,",",O
72,dan,O
72,kelompok,O
72,ekstrak,B-TREATMENT
72,rimpang,I-TREATMENT
72,kunyit,I-TREATMENT
72,terstandar,O
72,kurkumin,B-COMPOUND
72,(,O
72,ERKTK,O
72,),O
72,yang,O
72,diberi,O
72,variasi,O
72,dosis,O
72,yaitu100,O
72,mg/kg,O
72,BB,O
72,(,O
72,E100,O
72,),O
72,",",O
72,200,O
72,mg/kgBB,O
72,(,O
72,E200,O
72,),O
72,",",O
72,300,O
72,mg/kg,O
72,BB,O
72,(,O
72,E300,O
72,),O
72,dan,O
72,juga,O
72,injeksi,O
72,TMT,O
72,.,O
73,ERKTK,O
73,dan,O
73,sitikolin,B-TREATMENT
73,diberi,O
73,mulai,O
73,hari,O
73,1,O
73,sampai,O
73,hari,O
73,28,O
73,",",O
73,sedangkan,O
73,injeksi,O
73,TMT,O
73,diberikan,O
73,dosis,O
73,tunggal,O
73,pada,O
73,hari,O
73,ke,O
73,8,O
73,perlakuan,O
73,.,O
74,Uji,B-METHOD
74,Morris,I-METHOD
74,water,I-METHOD
74,maze,I-METHOD
74,(,O
74,MWM,O
74,),O
74,dilakukan,O
74,mulai,O
74,hari,O
74,ke,O
74,29,O
74,sampai,O
74,hari,O
74,35,O
74,.,O
75,Setelah,O
75,itu,O
75,hewan,B-POPULATION
75,uji,I-POPULATION
75,diambil,O
75,darahnya,O
75,melalui,O
75,sinus,O
75,orbitalis,O
75,",",O
75,kemudian,O
75,dikorbankan,O
75,untuk,O
75,diambil,O
75,otaknya,O
75,.,O
76,Hemispherium,O
76,cerebri,O
76,kiri,O
76,untuk,O
76,pengamatan,B-METHOD
76,biokimiawi,I-METHOD
76,dan,O
76,hemispherium,O
76,cerebri,O
76,kanan,O
76,diambil,O
76,hippocampusnya,O
76,untuk,O
76,pengamatan,B-METHOD
76,histologik,I-METHOD
76,.,O
77,Hasil,O
77,uji,O
77,memori,O
77,spasial,O
77,dianalisis,O
77,statististik,O
77,dengan,O
77,uji,O
77,one-way,O
77,repeated,O
77,measures,O
77,analysis,O
77,of,O
77,variance,O
77,(,O
77,ANOVA,O
77,),O
77,.,O
78,Data,O
78,hasil,O
78,uji,O
78,biokimiawi,O
78,dan,O
78,histologik,O
78,dianalisis,O
78,statistik,O
78,dengan,O
78,uji,O
78,one-way,B-METHOD
78,ANOVA,I-METHOD
78,atau,O
78,Kruskall,O
78,Wallis,O
78,.,O
79,Untuk,O
79,mengetahui,O
79,perbedaan,O
79,di,O
79,antara,O
79,2,O
79,kelompok,O
79,dilanjutkan,O
79,dengan,O
79,uji,O
79,Tukey,O
79,HSD,O
79,atau,O
79,Mann,O
79,Whitney,O
79,dengan,O
79,tingkat,O
79,signifikansi,O
79,"0,05",O
79,.,O
80,Ekstrak,B-TREATMENT
80,rimpang,I-TREATMENT
80,kunyit,I-TREATMENT
80,terstandar,O
80,kurkumin,B-COMPOUND
80,(,O
80,ERKTK,O
80,),O
80,dosis,O
80,200,O
80,mg/kg,O
80,BB,O
80,dapat,O
80,meningkatkan,B-EFFECT
80,memori,I-EFFECT
80,spasial,I-EFFECT
80,tikus,B-POPULATION
80,Sprague,I-POPULATION
80,Dawley,I-POPULATION
80,model,O
80,demensia,B-DISEASE
80,yang,O
80,terpapar,O
80,TMT,O
80,.,O
81,Berdasarkan,O
81,pengamatan,B-METHOD
81,biokimiawi,I-METHOD
81,ERKTK,O
81,200,O
81,mg/kg,O
81,BB,O
81,dapat,O
81,mencegah,O
81,peningkatan,O
81,kadar,O
81,MDA,O
81,plasma,O
81,dan,O
81,otak,O
81,",",O
81,meningkatkan,O
81,aktivitas,O
81,GPx,O
81,",",O
81,SOD,O
81,",",O
81,CAT,O
81,serta,O
81,kadar,O
81,GSH,O
81,otak,O
81,",",O
81,dan,O
81,mencegah,O
81,penurunan,O
81,estimasi,O
81,jumlah,O
81,total,O
81,sel,O
81,pyramidal,O
81,serta,O
81,peningkatan,O
81,ekspresi,O
81,caspase-3,O
81,di,O
81,daerah,O
81,CA2-CA3,O
81,hippocampus,O
81,.,O
82,Tikus,O
82,yang,O
82,diberi,O
82,ERKTK,O
82,dosis,O
82,200,O
82,mg/kg,O
82,BB,O
82,menunjukkan,O
82,hasil,O
82,uji,O
82,MWM,O
82,",",O
82,uji,O
82,biokimiawi,O
82,",",O
82,dan,O
82,imunohistokimia,B-METHOD
82,caspase-3,O
82,yang,O
82,hampir,O
82,sama,O
82,dengan,O
82,tikus,O
82,yang,O
82,diberi,O
82,sitikolin,B-TREATMENT
82,.,O
83,Hepatitis,B-DISEASE
83,merupakan,O
83,salah,O
83,satu,O
83,dari,O
83,penyakit,O
83,yang,O
83,menjadi,O
83,ancaman,O
83,kesehatan,O
83,utama,O
83,dunia,O
83,",",O
83,namun,O
83,hepatitis,B-DISEASE
83,sering,O
83,diabaikan,O
83,sebagai,O
83,prioritas,O
83,kesehatan,O
83,.,O
84,Hepatitis,B-DISEASE
84,virus,O
84,diperkirakan,O
84,menyebabkan,O
84,"1,4",O
84,juta,O
84,kematian,O
84,per,O
84,tahun,O
84,di,O
84,dunia,O
84,.,O
85,Sekitar,O
85,47,O
85,%,O
85,disebabkan,O
85,virus,B-DISEASE
85,hepatitis,I-DISEASE
85,B,I-DISEASE
85,",",O
85,48,O
85,%,O
85,virus,B-DISEASE
85,hepatitis,I-DISEASE
85,C,I-DISEASE
85,dan,O
85,sisanya,O
85,virus,B-DISEASE
85,hepatitis,I-DISEASE
85,A,I-DISEASE
85,dan,O
85,E.,O
85,Indonesia,O
85,merupakan,O
85,negara,O
85,dengan,O
85,endemisitas,O
85,tinggi,O
85,hepatitis,B-DISEASE
85,B,O
85,",",O
85,menduduki,O
85,kedua,O
85,terbesar,O
85,di,O
85,negara,O
85,Asia,O
85,Tenggara,O
85,setelah,O
85,Myanmar,O
85,.,O
86,Vaksin,O
86,hepatitis,B-DISEASE
86,merupakan,O
86,cara,O
86,pencegahan,O
86,yang,O
86,efektif,O
86,untuk,O
86,menekan,O
86,angka,O
86,kejadian,O
86,hepatitis,B-DISEASE
86,.,O
87,Selain,O
87,dengan,O
87,pengobatan,O
87,medis,O
87,",",O
87,bisa,O
87,dilakukan,O
87,melalui,O
87,pengobatan,B-TREATMENT
87,tradisional,I-TREATMENT
87,.,O
88,Kunyit,B-HERB
88,merupakan,O
88,tanaman,O
88,obat,O
88,yang,O
88,mengandung,O
88,komponen,O
88,aktif,O
88,kurkumin,B-COMPOUND
88,sebagai,O
88,antioksidan,B-COMPOUND
88,yang,O
88,dapat,O
88,melindungi,O
88,hati,B-BODY_PART
88,dari,O
88,kerusakan,O
88,(,O
88,hepatoprotektor,B-EFFECT
88,),O
88,.,O
89,Kunyit,B-HERB
89,adalah,O
89,tanaman,O
89,rempah,O
89,yang,O
89,berasal,O
89,dari,O
89,rimpang,O
89,Curcuma,B-HERB
89,longa,I-HERB
89,",",O
89,yang,O
89,merupakan,O
89,anggota,O
89,dari,O
89,famli,O
89,jahe,B-HERB
89,(,O
89,Zingiberaceae,O
89,),O
89,.,O
90,Kunyit,B-HERB
90,dapat,O
90,ditemui,O
90,dengan,O
90,mudah,O
90,di,O
90,Indonesia,O
90,",",O
90,selain,O
90,terkenal,O
90,sebagai,O
90,bumbu,O
90,penyedap,O
90,makanan,O
90,",",O
90,kunyit,B-HERB
90,juga,O
90,sering,O
90,digunakan,O
90,sebagai,O
90,jamu,B-TREATMENT
90,dan,O
90,obat-obatan,O
90,.,O
91,Kunyit,B-HERB
91,dapat,O
91,juga,O
91,dipertimbangkan,O
91,sebagai,O
91,alternatif,O
91,anti-kanker,O
91,di,O
91,Indonesia,O
91,.,O
92,Kunyit,B-HERB
92,mengandung,O
92,kurkumin,B-COMPOUND
92,dan,O
92,minyak,B-COMPOUND
92,esensial,I-COMPOUND
92,sebagai,O
92,komponen,O
92,utama,O
92,.,O
93,Kurkumin,B-COMPOUND
93,dan,O
93,dua,O
93,turunan,O
93,demetoksi,B-COMPOUND
93,",",O
93,demethoxycurcumin,B-COMPOUND
93,dan,O
93,bisdemethoxycurcumin,O
93,yang,O
93,telah,O
93,terbukti,O
93,menunjukkan,O
93,aktivitas,O
93,antioksidan,B-COMPOUND
93,",",O
93,anti,B-EFFECT
93,inflamasi,I-EFFECT
93,",",O
93,antikanker,B-EFFECT
93,",",O
93,antivirus,B-EFFECT
93,",",O
93,antibakteri,B-EFFECT
93,",",O
93,dan,O
93,antijamur,B-EFFECT
93,.,O
94,Mekanisme,O
94,dalam,O
94,menghambat,O
94,tumorigenesis,O
94,oleh,O
94,kurkumin,B-COMPOUND
94,bervariasi,O
94,dan,O
94,melibatkan,O
94,kombinasi,O
94,antiinflamasi,B-EFFECT
94,",",O
94,antioksidan,B-COMPOUND
94,",",O
94,imunomodulator,B-EFFECT
94,",",O
94,proapoptotik,B-EFFECT
94,",",O
94,dan,O
94,sifat,O
94,anti-angiogenik,B-EFFECT
94,melalui,O
94,efek,O
94,pleiotropik,O
94,pada,O
94,gen,O
94,dan,O
94,jalur,O
94,pensinyalan,O
94,sel,O
94,pada,O
94,berbagai,O
94,tingkatan,O
94,baik,O
94,secara,O
94,intrinsik,O
94,maupun,O
94,ekstrinsik,O
94,.,O
95,Efek,O
95,genotoksisitas/antigenotoksik,O
95,kurkumin,B-COMPOUND
95,pada,O
95,sel,O
95,kanker,B-DISEASE
95,yang,O
95,terpapar,O
95,cisplatin,O
95,menunjukkan,O
95,bahwa,O
95,",",O
95,kurkumin,B-COMPOUND
95,secara,O
95,signifikan,O
95,mengurangi,O
95,frekuensi,O
95,total,O
95,mikronukleus,O
95,yang,O
95,diinduksi,O
95,oleh,O
95,cisplatin,O
95,.,O
96,Selain,O
96,dapat,O
96,bekerja,O
96,secara,O
96,mandiri,O
96,",",O
96,kurkumin,B-COMPOUND
96,juga,O
96,mampu,O
96,bekerja,O
96,bersama,O
96,dengan,O
96,agen,B-TREATMENT
96,anti-kanker,I-TREATMENT
96,lainnya,O
96,.,O
97,lengkuas,B-HERB
97,(,O
97,Alpinia,B-HERB
97,galanga,I-HERB
97,),O
97,merupakan,O
97,tanaman,O
97,yang,O
97,sering,O
97,digunakan,O
97,sebagai,O
97,bumbu,O
97,masak,O
97,dan,O
97,dapat,O
97,juga,O
97,digunakan,O
97,untuk,O
97,menghambat,B-EFFECT
97,pertumbuhan,I-EFFECT
97,jamur,I-EFFECT
97,patogen,I-EFFECT
97,.,O
98,Salah,O
98,satu,O
98,jamur,O
98,patogen,O
98,tersebut,O
98,",",O
98,adalah,O
98,Trichophyton,O
98,rubrumpenyebab,O
98,penyakit,B-DISEASE
98,kulit,I-DISEASE
98,dan,O
98,kuku,B-BODY_PART
98,.,O
99,Tanaman,O
99,lengkuas,B-HERB
99,tersebut,O
99,berpotensi,O
99,memiliki,O
99,aktifitas,O
99,senyawa,O
99,aktif,O
99,dalam,O
99,menghambat,B-EFFECT
99,pertumbuhan,I-EFFECT
99,jamur,I-EFFECT
99,patogen,I-EFFECT
99,.,O
100,Tujuan,O
100,dari,O
100,penelitian,O
100,ini,O
100,yaitu,O
100,untuk,O
100,mengetahui,O
100,apakah,O
100,ekstrak,B-TREATMENT
100,etanol,I-TREATMENT
100,rimpang,I-TREATMENT
100,lengkuas,I-TREATMENT
100,(,O
100,Alpinia,O
100,galangaL,O
100,),O
100,dapat,O
100,menghambat,B-EFFECT
100,pertumbuhan,I-EFFECT
100,jamur,O
100,Trichophyton,O
100,rubrum,O
100,.,O
101,Penelitian,O
101,yang,O
101,dilakukan,O
101,dengan,O
101,menggunakan,O
101,metode,O
101,eksperimen,O
101,yaitu,O
101,metode,B-METHOD
101,Kirby-Bauer,I-METHOD
101,.,O
102,Konsentrasi,O
102,pengenceran,O
102,ekstrak,B-TREATMENT
102,etanol,I-TREATMENT
102,rimpang,I-TREATMENT
102,lengkuas,I-TREATMENT
102,yang,O
102,diteliti,O
102,mulai,O
102,dari,O
102,konsentrasi,O
102,10,O
102,%,O
102,-100,O
102,%,O
102,.,O
103,Hasil,O
103,penelitian,O
103,diperoleh,O
103,bahwa,O
103,ekstrak,B-TREATMENT
103,etanol,I-TREATMENT
103,rimpang,I-TREATMENT
103,lengkuas,I-TREATMENT
103,(,O
103,Alpinia,O
103,galangaL,O
103,),O
103,dapat,O
103,menghambat,O
103,jamur,O
103,Trichophyton,O
103,rubrum,O
103,dari,O
103,konsentrasi,O
103,30,O
103,%,O
103,dengan,O
103,rata-rata,O
103,diameter,O
103,zona,B-EFFECT
103,hambat,I-EFFECT
103,sebesar,O
103,"3,00",O
103,mm,O
103,",",O
103,40,O
103,%,O
103,sebesar,O
103,"6,00",O
103,mm,O
103,",",O
103,50,O
103,%,O
103,sebesar,O
103,"12,00",O
103,mm,O
103,",",O
103,60,O
103,%,O
103,sebesar,O
103,"12,00",O
103,mm,O
103,",",O
103,70,O
103,%,O
103,sebesar,O
103,"14,00",O
103,mm,O
103,",",O
103,80,O
103,%,O
103,sebesar,O
103,"14,00",O
103,mm,O
103,",",O
103,90,O
103,%,O
103,sebesar,O
103,"16,00",O
103,mm,O
103,dan,O
103,100,O
103,%,O
103,sebesar,O
103,"18,00",O
103,mm,O
103,.,O
104,Berdasarkanhasil,O
104,penelitian,O
104,dan,O
104,analisis,O
104,data,O
104,menunjukkan,O
104,bahwaekstrak,O
104,etanol,O
104,rimpang,B-HERB
104,lengkuas,I-HERB
104,(,O
104,Alpinia,O
104,galangaL,O
104,),O
104,mempunyai,O
104,efektivitas,O
104,daya,B-EFFECT
104,hambat,I-EFFECT
104,terhadap,O
104,jamur,O
104,Trichophyton,O
104,rubrum,O
104,.,O
105,Indonesia,O
105,adalah,O
105,negara,O
105,yang,O
105,kaya,O
105,akan,O
105,sumber,O
105,daya,O
105,alamdan,O
105,tanamanberkhasiat,O
105,.,O
106,Lengkuas,B-HERB
106,merupakan,O
106,tanaman,O
106,yang,O
106,banyak,O
106,hidup,O
106,dan,O
106,berkembang,O
106,di,O
106,negara,O
106,Asia,O
106,terutama,O
106,di,O
106,Indonesia,O
106,dan,O
106,memilikiberbagai,O
106,manfaat,O
106,bagi,O
106,kesehatan,O
106,.,O
107,Rimpang,B-HERB
107,lengkuas,I-HERB
107,memiliki,O
107,kandungan,O
107,yang,O
107,banyak,O
107,digunakan,O
107,sebagai,O
107,obat,O
107,tradisional,O
107,dan,O
107,penambah,O
107,rasa,O
107,masakan,O
107,.,O
108,Sedangkan,O
108,batang,O
108,lengkuas,B-HERB
108,belum,O
108,banyak,O
108,dimanfaatkan,O
108,.,O
109,Tujuan,O
109,penelitian,O
109,ini,O
109,adalah,O
109,untuk,O
109,mengetahui,O
109,kandungan,O
109,senyawa,O
109,kimiapada,O
109,ekstrak,O
109,etanol,O
109,batanglengkuas,O
109,putihdan,O
109,mengetahui,O
109,kemampuan,O
109,dayahambat,O
109,pada,O
109,bakteri,O
109,klebsiella,B-DISEASE
109,pneumonia,I-DISEASE
109,.,O
110,Metode,O
110,yang,O
110,digunakan,O
110,untuk,O
110,ekstraksi,O
110,adalah,O
110,metode,B-METHOD
110,maserasi,I-METHOD
110,dingin,I-METHOD
110,",",O
110,sedangkan,O
110,uji,B-METHOD
110,senyawa,I-METHOD
110,kimia,I-METHOD
110,menggunakanreagen,O
110,kimia,O
110,.,O
111,Berdasarkan,O
111,hasil,O
111,penelitian,O
111,menunjukkan,O
111,bahwaekstrak,O
111,batanglengkuas,O
111,mengandung,O
111,senyawa,O
111,kimia,O
111,yaitu,O
111,alkaloid,B-COMPOUND
111,",",O
111,fenol,B-COMPOUND
111,",",O
111,tanin,B-COMPOUND
111,",",O
111,saponin,B-COMPOUND
111,",",O
111,dan,O
111,flavonoiddan,O
111,memiliki,O
111,kemampuan,O
111,menghambat,O
111,bakteri,O
111,Klebsiella,O
111,pneumoniatertinggi,O
111,sebesar,O
111,"10,2mm",O
112,Infeksi,B-DISEASE
112,Malassezia,B-DISEASE
112,furfur,I-DISEASE
112,pada,O
112,kulit,B-BODY_PART
112,bisa,O
112,karena,O
112,faktor,O
112,buruk,O
112,.,O
113,Salah,O
113,satu,O
113,bahan,O
113,yang,O
113,dapat,O
113,digunakan,O
113,sebagai,O
113,anti,O
113,jamur,O
113,adalah,O
113,ekstrak,B-TREATMENT
113,rimpang,I-TREATMENT
113,Lengkuas,I-TREATMENT
113,(,O
113,Alpinia,B-HERB
113,galanga,I-HERB
113,L.,O
113,),O
113,.,O
114,Penelitian,O
114,ini,O
114,bertujuan,O
114,untuk,O
114,mengetahui,O
114,aktivitas,B-EFFECT
114,antijamur,I-EFFECT
114,dan,O
114,efektivitas,O
114,gel,B-TREATMENT
114,ekstrak,I-TREATMENT
114,rimpang,I-TREATMENT
114,lengkuas,I-TREATMENT
114,pada,O
114,jamur,O
114,patogen,O
114,menggunakan,O
114,metode,O
114,maserasi,B-METHOD
114,dengan,O
114,etanol,O
114,96,O
114,%,O
114,.,O
115,Pembuatan,O
115,gel,O
115,digunakan,O
115,HPMC,O
115,dan,O
115,basis,O
115,Carbopol,O
115,.,O
116,Pengujian,O
116,aktivitas,O
116,ekstrak,O
116,dan,O
116,menguji,O
116,efektivitas,O
116,gel,O
116,dengan,O
116,metode,B-METHOD
116,difusi,I-METHOD
116,cakram,I-METHOD
116,(,O
116,uji,O
116,Kirby,O
116,-,O
116,Bauer,O
116,),O
116,.,O
117,Hasil,O
117,skrining,O
117,menunjukkan,O
117,bahwa,O
117,ekstrak,O
117,mengandung,O
117,triterpenoid,B-COMPOUND
117,",",O
117,flavonoid,B-COMPOUND
117,dan,O
117,minyak,B-COMPOUND
117,esensial,I-COMPOUND
117,.,O
118,Berdasarkan,O
118,hasil,O
118,uji,O
118,terhadap,O
118,jamur,O
118,Malassezia,B-DISEASE
118,furfur,I-DISEASE
118,aktivitas,B-EFFECT
118,antijamur,I-EFFECT
118,dari,O
118,ekstrak,O
118,dalam,O
118,gel,O
118,meningkat,O
118,dibandingkan,O
118,ekstrak,O
118,tanpa,O
118,dirumuskan,O
118,menjadi,O
118,gel,O
118,.,O
119,Namun,O
119,peningkatan,O
119,aktivitas,O
119,tidak,O
119,signifikan,O
119,berdasarkan,O
119,analisis,O
119,statistik,O
119,dengan,O
119,satu,O
119,-,O
119,way,O
119,ANOVA,O
119,diperoleh,O
119,signifikansi,O
119,sebesar,O
119,"0,234",O
119,(,O
119,p,O
119,>,O
119,"0,05",O
119,),O
119,.,O
120,Lengkuas,B-HERB
120,(,O
120,Alpinia,B-HERB
120,galanga,I-HERB
120,L.,O
120,),O
120,mengandung,O
120,minyak,B-COMPOUND
120,atsiri,I-COMPOUND
120,yang,O
120,berkhasiat,O
120,sebagai,O
120,antijamur,B-EFFECT
120,.,O
121,Tujuan,O
121,penelitian,O
121,ini,O
121,adalah,O
121,untuk,O
121,mengetahui,O
121,aktivitas,B-EFFECT
121,antijamur,I-EFFECT
121,krim,B-TREATMENT
121,minyak,I-TREATMENT
121,atsiri,I-TREATMENT
121,terhadap,O
121,Candida,B-DISEASE
121,albicans,I-DISEASE
121,.,O
122,Minyak,B-COMPOUND
122,atsiri,I-COMPOUND
122,lengkuas,B-HERB
122,diperoleh,O
122,dengan,O
122,cara,O
122,destilasi,O
122,uap,O
122,air,O
122,.,O
123,Pada,O
123,penelitian,O
123,ini,O
123,ada,O
123,lima,O
123,kelompok,O
123,yang,O
123,diujikan,O
123,",",O
123,yaitu,O
123,formula,O
123,I,O
123,(,O
123,krim,B-TREATMENT
123,ketokonazol,I-TREATMENT
123,),O
123,sebagai,O
123,kontrol,O
123,positif,O
123,",",O
123,formula,O
123,II,O
123,(,O
123,krim,O
123,tanpa,O
123,penambahan,O
123,minyak,B-COMPOUND
123,atsiri,I-COMPOUND
123,),O
123,",",O
123,formula,O
123,III,O
123,(,O
123,krim,O
123,dengan,O
123,penambahan,O
123,minyak,B-COMPOUND
123,atsiri,I-COMPOUND
123,2,O
123,g,O
123,),O
123,",",O
123,formula,O
123,IV,O
123,(,O
123,krim,O
123,dengan,O
123,penambahan,O
123,minyak,B-COMPOUND
123,atsiri,I-COMPOUND
123,"2,75",O
123,g,O
123,),O
123,",",O
123,formula,O
123,V,O
123,(,O
123,krim,O
123,dengan,O
123,penambahan,O
123,minyak,B-COMPOUND
123,atsiri,I-COMPOUND
123,"3,50",O
123,g,O
123,),O
123,.,O
124,Krim,O
124,diuji,O
124,fisik,O
124,(,O
124,uji,O
124,organoleptis,O
124,",",O
124,homogenitas,O
124,",",O
124,daya,O
124,menyebar,O
124,",",O
124,daya,O
124,lengket,O
124,),O
124,dan,O
124,aktivitas,B-EFFECT
124,antijamur,I-EFFECT
124,terhadap,O
124,Candida,B-DISEASE
124,albicans,I-DISEASE
124,.,O
125,Data,O
125,yang,O
125,diperoleh,O
125,dianalisis,O
125,dengan,O
125,Anava,O
125,satu,O
125,arah,O
125,dilanjutkan,O
125,dengan,O
125,menggunakan,O
125,uji,O
125,BNT,O
125,(,O
125,Beda,O
125,Nyata,O
125,Terkecil,O
125,),O
125,.,O
126,Hasil,O
126,penelitian,O
126,menujukkan,O
126,bahwa,O
126,semakin,O
126,banyak,O
126,penambahan,O
126,minyak,B-COMPOUND
126,atsiri,I-COMPOUND
126,menyebabkan,O
126,kenaikan,B-EFFECT
126,daya,I-EFFECT
126,sebar,I-EFFECT
126,.,O
127,Aktivitas,B-EFFECT
127,antijamur,I-EFFECT
127,krim,B-TREATMENT
127,minyak,I-TREATMENT
127,atsiri,I-TREATMENT
127,lengkuas,B-HERB
127,terhadap,O
127,Candida,B-DISEASE
127,albicans,I-DISEASE
127,meningkat,O
127,dengan,O
127,naiknya,O
127,konsentrasi,O
127,penambahan,O
127,minyak,B-COMPOUND
127,atsiri,I-COMPOUND
127,.,O
128,Lengkuas,B-HERB
128,biasa,O
128,digunakan,O
128,sebagai,O
128,obat,O
128,tradisional,O
128,.,O
129,Penelitian,O
129,ini,O
129,bertujuan,O
129,untuk,O
129,mengetahui,O
129,kandungan,O
129,fitokimia,O
129,dan,O
129,aktivitas,O
129,antioksidan,B-COMPOUND
129,ekstrak,O
129,etanol,O
129,dari,O
129,batang,O
129,lengkuas,B-HERB
129,(,O
129,Alpinia,B-HERB
129,galanga,I-HERB
129,),O
129,.,O
130,Batang,O
130,lengkuas,B-HERB
130,diekstraksi,O
130,menggunakan,O
130,metode,O
130,maserasi,B-METHOD
130,dengan,O
130,pelarut,O
130,etanol,O
130,95,O
130,%,O
130,.,O
131,Skrining,O
131,fitokimia,O
131,yang,O
131,dilakukan,O
131,meliputi,O
131,uji,O
131,flavonoid,B-COMPOUND
131,",",O
131,triterpenoid,B-COMPOUND
131,",",O
131,saponin,B-COMPOUND
131,",",O
131,polifenol,B-COMPOUND
131,secara,O
131,kualitatif,O
131,dengan,O
131,metode,O
131,uji,O
131,warna,O
131,.,O
132,Uji,O
132,aktivitas,O
132,antioksidan,B-COMPOUND
132,menggunakan,O
132,metode,O
132,ABTS,O
132,(,O
132,"2,2-Azinobis",O
132,(,O
132,3-ethylbenzothiazoline,O
132,),O
132,-6-sulfonic,O
132,acid,O
132,),O
132,dan,O
132,vitamin,O
132,C,O
132,sebagai,O
132,pembanding,O
132,",",O
132,serapan,O
132,diukur,O
132,menggunakan,O
132,spektrofotometer,O
132,UV-Vis,O
132,pada,O
132,panjang,O
132,gelombang,O
132,750,O
132,nm,O
