SentenceID,Token,Label
69,kapsul,B-TREATMENT
69,ekstrak,I-TREATMENT
69,buah,B-HERB
69,mengkudu,I-HERB
69,(,O
69,Morinda,B-HERB
69,citrofolia,I-HERB
69,L,I-HERB
69,.,O
69,),O
69,dalam,O
69,menurunkan,B-EFFECT
69,kadar,I-EFFECT
69,glukosa,I-EFFECT
69,darah,I-EFFECT
69,mencit,B-POPULATION
69,(,O
69,Mus,O
69,musculus,O
69,L,O
69,.,O
69,),O
69,.,O
70,Penelitian,O
70,ini,O
70,dilakukan,O
70,menggunakan,O
70,mencit,B-POPULATION
70,hiperglikemia,B-DISEASE
70,yang,O
70,diinduksi,O
70,glukosa,B-COMPOUND
70,dengan,O
70,pembagian,O
70,kelompok,O
70,perlakuan,O
70,antara,O
70,lain,O
70,:,O
70,kelompok,O
70,kontrol,O
70,negatif,O
70,",",O
70,kelompok,O
70,kapsul,B-TREATMENT
70,ekstrak,I-TREATMENT
70,buah,B-HERB
70,mengkudu,I-HERB
70,dosis,O
70,1,O
70,",",O
70,dan,O
70,kapsul,B-TREATMENT
70,ekstrak,I-TREATMENT
70,buah,B-HERB
70,mengkudu,I-HERB
70,dosis,O
70,2,O
70,.,O
71,Kelompok,O
71,yang,O
71,diberi,O
71,perlakuan,O
71,kapsul,B-TREATMENT
71,ekstrak,I-TREATMENT
71,buah,B-HERB
71,mengkudu,I-HERB
71,dosis,O
71,1,O
71,menunjukkan,O
71,penurunan,O
71,kadar,O
71,gula,O
71,darah,B-BODY_PART
71,sebesar,O
71,"40,7",O
71,±,O
71,"10,8",O
71,mg,O
71,/,O
71,dl,O
71,dan,O
71,dosis,O
71,2,O
71,sebesar,O
71,"38,7",O
71,±,O
71,"16,6",O
71,mg,O
71,/,O
71,dl,O
71,.,O
72,Sehingga,O
72,dapat,O
72,disimpulkan,O
72,bahwa,O
72,kapsul,B-TREATMENT
72,ekstrak,I-TREATMENT
72,buah,B-HERB
72,mengkudu,I-HERB
72,memiliki,O
72,efektivitas,O
72,dalam,O
72,menurunkan,O
72,kadar,O
72,gula,O
72,darah,B-BODY_PART
72,pada,O
72,mencit,B-POPULATION
72,.,O
73,Diabetes,B-DISEASE
73,mellitus,I-DISEASE
73,(,O
73,DM,O
73,),O
73,merupakan,O
73,gangguan,B-DISEASE
73,metabolik,I-DISEASE
73,yang,O
73,ditandai,O
73,dengan,O
73,peningkatan,O
73,kadar,B-DISEASE
73,glukosa,B-COMPOUND
73,darah,B-BODY_PART
73,disertai,O
73,dengan,O
73,gangguan,O
73,metabolisme,O
73,karbohidrat,B-COMPOUND
73,",",O
73,lemak,B-COMPOUND
73,dan,O
73,protein,B-COMPOUND
73,akibat,O
73,insufisiensi,O
73,fungsi,O
73,insulin,B-COMPOUND
73,.,O
74,Buah,B-HERB
74,mengkudu,I-HERB
74,(,O
74,Morinda,B-HERB
74,citrifolia,I-HERB
74,),O
74,mengandung,O
74,flavonoid,B-COMPOUND
74,dan,O
74,saponin,B-COMPOUND
74,yang,O
74,berfungsi,O
74,sebagai,O
74,antioksidan,B-EFFECT
74,.,O
75,Penelitian,O
75,ini,O
75,bertujuan,O
75,untuk,O
75,menganalisis,O
75,efek,O
75,jus,B-TREATMENT
75,buah,B-HERB
75,mengkudu,I-HERB
75,terhadap,O
75,penurunan,B-EFFECT
75,kadar,I-EFFECT
75,glukosa,I-EFFECT
75,darah,I-EFFECT
75,pada,O
75,tikus,B-POPULATION
75,terinduksi,O
75,aloksan,B-COMPOUND
75,.,O
76,Penelitian,O
76,ini,O
76,adalah,O
76,eksperimental,B-METHOD
76,dengan,O
76,rancangan,O
76,pre,O
76,and,O
76,post-test,O
76,control,O
76,group,O
76,design,O
76,.,O
77,Subyek,O
77,tiga,O
77,puluh,O
77,ekor,O
77,tikus,B-POPULATION
77,galur,O
77,Wistar,B-POPULATION
77,",",O
77,2,O
77,-,O
77,3,O
77,bulan,O
77,150,O
77,-,O
77,250,O
77,gr,O
77,dibagi,O
77,5,O
77,kelompok,O
77,:,O
77,kelompok,O
77,kontrol,O
77,negatif,O
77,",",O
77,kelompok,O
77,kontrol,O
77,positif,O
77,",",O
77,kelompok,O
77,perlakuan,O
77,dengan,O
77,jus,B-TREATMENT
77,buah,B-HERB
77,mengkudu,I-HERB
77,"2,25",O
77,gr,O
77,/,O
77,kgBB,O
77,",",O
77,jus,B-TREATMENT
77,buah,B-HERB
77,mengkudu,I-HERB
77,"4,5",O
77,gr,O
77,/,O
77,kgBB,O
77,dan,O
77,jus,B-TREATMENT
77,buah,B-HERB
77,mengkudu,I-HERB
77,9,O
77,gr,O
77,/,O
77,kgBB,O
77,.,O
78,Hasil,O
78,penelitian,O
78,menunjukkan,O
78,pemberian,O
78,jus,B-TREATMENT
78,buah,B-HERB
78,mengkudu,I-HERB
78,dosis,O
78,"2,25",O
78,gr,O
78,/,O
78,kgBB,O
78,",",O
78,"4,5",O
78,gr,O
78,/,O
78,kgBB,O
78,dan,O
78,9,O
78,gr,O
78,/,O
78,kgBB,O
78,mampu,O
78,menurunkan,B-EFFECT
78,kadar,I-EFFECT
78,glukosa,I-EFFECT
78,darah,I-EFFECT
78,tikus,B-POPULATION
78,diabetik,O
78,terinduksi,O
78,aloksan,B-COMPOUND
78,.,O
79,Rata-rata,O
79,penurunan,B-EFFECT
79,kadar,I-EFFECT
79,glukosa,I-EFFECT
79,darah,I-EFFECT
79,pada,O
79,kelompok,O
79,perlakuan,O
79,jus,B-TREATMENT
79,buah,B-HERB
79,mengkudu,I-HERB
79,9,O
79,gr,O
79,/,O
79,kgBB,O
79,paling,O
79,rendah,O
79,.,O
80,Terdapat,O
80,penurunan,O
80,yang,O
80,signifikan,O
80,kadar,B-DISEASE
80,glukosa,B-COMPOUND
80,darah,B-BODY_PART
80,pre-test,O
80,dan,O
80,post-test,O
80,pemberian,O
80,jus,B-TREATMENT
80,buah,B-HERB
80,mengkudu,I-HERB
80,dengan,O
80,nilai,O
80,P,O
80,=,O
80,"0,000",O
80,(,O
80,P,O
81,Hipertensi,B-DISEASE
81,merupakan,O
81,problem,O
81,kesehatan,O
81,yang,O
81,sangat,O
81,penting,O
81,di,O
81,masyarakat,B-POPULATION
81,Indonesia,O
81,.,O
82,Obat,O
82,untuk,O
82,hipertensi,B-DISEASE
82,semakin,O
82,berkembang,O
82,dari,O
82,tahun,O
82,ke,O
82,tahun,O
82,.,O
83,Penelitian-penelitian,O
83,untuk,O
83,menemukan,O
83,obat,O
83,dengan,O
83,efektifitas,O
83,yang,O
83,lebih,O
83,baik,O
83,dan,O
83,efek,O
83,samping,O
83,seminimal,O
83,mungkin,O
83,terus,O
83,berlanjut,O
83,.,O
84,Namun,O
84,di,O
84,sisi,O
84,lain,O
84,secara,O
84,turun,O
84,temurun,O
84,sebenarnya,O
84,telah,O
84,dikenal,O
84,pengobatan,B-TREATMENT
84,tradisional,I-TREATMENT
84,untuk,O
84,mengatasi,O
84,hipertensi,B-DISEASE
84,",",O
84,salah,O
84,satunya,O
84,adalah,O
84,buah,B-HERB
84,mengkudu,I-HERB
84,(,O
84,Morinda,B-HERB
84,citrifolia,I-HERB
84,),O
84,.,O
85,Penelitian,O
85,ini,O
85,bertujuan,O
85,untuk,O
85,mengkaji,O
85,pengaruh,O
85,M,O
85,.,O
86,citrifolia,O
86,terhadap,O
86,hipertensi,B-DISEASE
86,pada,O
86,kelompok,B-POPULATION
86,usia,I-POPULATION
86,lanjut,O
86,.,O
87,Penelitian,O
87,ini,O
87,merupakan,O
87,penelitian,B-METHOD
87,eksperimental,I-METHOD
87,dengan,O
87,rancangan,O
87,penelitian,O
87,pre,O
87,test-post,O
87,test,O
87,randomized,O
87,control,O
87,group,O
87,design,O
87,.,O
88,Subjek,O
88,penelitian,O
88,berjumlah,O
88,30,O
88,orang,B-POPULATION
88,.,O
89,Hasil,O
89,uji,O
89,analisis,O
89,statistik,O
89,untuk,O
89,tekanan,O
89,darah,B-BODY_PART
89,sistolik,O
89,adalah,O
89,terdapat,O
89,penurunan,B-EFFECT
89,tekanan,I-EFFECT
89,darah,I-EFFECT
89,sistolik,O
89,sebelum,O
89,dan,O
89,sesudah,O
89,minum,O
89,kapsul,B-TREATMENT
89,ekstrak,I-TREATMENT
89,M,O
89,.,O
90,citrifolia,O
90,yang,O
90,bermakna,O
90,secara,O
90,statistik,O
90,(,O
90,p,O
90,=,O
90,"0,00",O
90,),O
90,.,O
91,Demikian,O
91,juga,O
91,dengan,O
91,ekanan,O
91,darah,B-BODY_PART
91,diastolik,O
91,terdapat,O
91,penurunan,B-EFFECT
91,tekanan,I-EFFECT
91,darah,I-EFFECT
91,diastolik,O
91,sebelum,O
91,dan,O
91,sesudah,O
91,minum,O
91,kapsul,B-TREATMENT
91,ekstrak,I-TREATMENT
91,M,O
91,.,O
92,citrifolia,O
92,yang,O
92,bermakna,O
92,secara,O
92,statistik,O
92,(,O
92,p,O
92,=,O
92,"0,00",O
92,),O
92,.,O
93,Hasil,O
93,penelitian,O
93,menunjukkan,O
93,bahwa,O
93,terdapat,O
93,penurunan,B-EFFECT
93,tekanan,I-EFFECT
93,darah,I-EFFECT
93,sistolik,O
93,dan,O
93,diastolik,O
93,pada,O
93,lansia,B-POPULATION
93,yang,O
93,rutin,O
93,minum,O
93,kapsul,B-TREATMENT
93,ekstrak,I-TREATMENT
93,M,O
93,.,O
94,citrifolia,O
94,secara,O
94,teratur,O
95,Indonesia,O
95,adalah,O
95,negara,O
95,yang,O
95,kaya,O
95,akan,O
95,sumber,O
95,daya,O
95,alam,O
95,dan,O
95,tanaman,O
95,berkhasiat,O
95,.,O
96,Lengkuas,B-HERB
96,merupakan,O
96,tanaman,O
96,yang,O
96,banyak,O
96,hidup,O
96,dan,O
96,berkembang,O
96,di,O
96,negara,O
96,Asia,O
96,terutama,O
96,di,O
96,Indonesia,O
96,dan,O
96,memiliki,O
96,berbagai,O
96,manfaat,O
96,bagi,O
96,kesehatan,O
96,.,O
97,Rimpang,B-HERB
97,lengkuas,I-HERB
97,memiliki,O
97,kandungan,O
97,yang,O
97,banyak,O
97,digunakan,O
97,sebagai,O
97,obat,B-TREATMENT
97,tradisional,I-TREATMENT
97,dan,O
97,penambah,O
97,rasa,O
97,masakan,O
97,.,O
98,Sedangkan,O
98,batang,B-HERB
98,lengkuas,I-HERB
98,belum,O
98,banyak,O
98,dimanfaatkan,O
98,.,O
99,Tujuan,O
99,penelitian,O
99,ini,O
99,adalah,O
99,untuk,O
99,mengetahui,O
99,kandungan,O
99,senyawa,O
99,kimia,O
99,pada,O
99,ekstrak,B-TREATMENT
99,etanol,I-TREATMENT
99,batang,B-HERB
99,lengkuas,I-HERB
99,putih,I-HERB
99,dan,O
99,mengetahui,O
99,kemampuan,O
99,daya,B-EFFECT
99,hambat,I-EFFECT
99,pada,O
99,bakteri,O
99,klebsiella,O
99,pneumonia,O
99,.,O
100,Metode,O
100,yang,O
100,digunakan,O
100,untuk,O
100,ekstraksi,O
100,adalah,O
100,metode,O
100,maserasi,B-METHOD
100,dingin,O
100,",",O
100,sedangkan,O
100,uji,O
100,senyawa,O
100,kimia,O
100,menggunakan,O
100,reagen,O
100,kimia,O
100,.,O
101,Berdasarkan,O
101,hasil,O
101,penelitian,O
101,menunjukkan,O
101,bahwa,O
101,ekstrak,B-TREATMENT
101,batang,B-HERB
101,lengkuas,I-HERB
101,mengandung,O
101,senyawa,O
101,kimia,O
101,yaitu,O
101,alkaloid,B-COMPOUND
101,",",O
101,fenol,B-COMPOUND
101,",",O
101,tanin,B-COMPOUND
101,",",O
101,saponin,B-COMPOUND
101,",",O
101,dan,O
101,flavonoid,B-COMPOUND
101,dan,O
101,memiliki,O
101,kemampuan,O
101,menghambat,O
101,bakteri,O
101,Klebsiella,O
101,pneumonia,O
101,tertinggi,O
101,sebesar,O
101,"10,2",O
101,mm,O
101,.,O
102,Lengkuas,B-HERB
102,biasa,O
102,digunakan,O
102,sebagai,O
102,obat,B-TREATMENT
102,tradisional,I-TREATMENT
102,.,O
103,Penelitian,O
103,ini,O
103,bertujuan,O
103,untuk,O
103,mengetahui,O
103,kandungan,O
103,fitokimia,O
103,dan,O
103,aktivitas,B-EFFECT
103,antioksidan,I-EFFECT
103,ekstrak,B-TREATMENT
103,etanol,I-TREATMENT
103,dari,O
103,batang,B-HERB
103,lengkuas,I-HERB
103,(,O
103,Alpinia,B-HERB
103,galanga,I-HERB
103,),O
103,.,O
104,Batang,B-HERB
104,lengkuas,I-HERB
104,diekstraksi,O
104,menggunakan,O
104,metode,O
104,maserasi,B-METHOD
104,dengan,O
104,pelarut,O
104,etanol,B-COMPOUND
104,95%,O
104,.,O
105,Skrining,O
105,fitokimia,O
105,yang,O
105,dilakukan,O
105,meliputi,O
105,uji,O
105,flavonoid,B-COMPOUND
105,",",O
105,triterpenoid,B-COMPOUND
105,",",O
105,saponin,B-COMPOUND
105,",",O
105,polifenol,B-COMPOUND
105,secara,O
105,kualitatif,O
105,dengan,O
105,metode,O
105,uji,O
105,warna,O
105,.,O
106,Uji,O
106,aktivitas,B-EFFECT
106,antioksidan,I-EFFECT
106,menggunakan,O
106,metode,O
106,ABTS,O
106,(,O
106,"2,2",O
106,-,O
106,Azinobis,O
106,(,O
106,3,O
106,-,O
106,ethylbenzothiazoline,O
106,),O
106,-,O
106,6,O
106,-,O
106,sulfonic,O
106,acid,O
106,),O
106,dan,O
106,vitamin,B-COMPOUND
106,C,I-COMPOUND
106,sebagai,O
106,pembanding,O
106,",",O
106,serapan,O
106,diukur,O
106,menggunakan,O
106,spektrofotometer,B-METHOD
106,UV-Vis,O
106,pada,O
106,panjang,O
106,gelombang,O
106,750,O
106,nm,O
106,.,O
107,Hasil,O
107,Skrining,O
107,fitokimia,O
107,pada,O
107,ekstrak,B-TREATMENT
107,etanol,I-TREATMENT
107,batang,B-HERB
107,lengkuas,I-HERB
107,(,O
107,Alpinia,B-HERB
107,galanga,I-HERB
107,),O
107,menunjukkan,O
107,hasil,O
107,positif,O
107,terhadap,O
107,flavonoid,B-COMPOUND
107,",",O
107,triterpenoid,B-COMPOUND
107,dan,O
107,polifenol,B-COMPOUND
107,",",O
107,sementara,O
107,saponin,B-COMPOUND
107,menunjukkan,O
107,hasil,O
107,negatif,O
107,.,O
108,Aktivitas,B-EFFECT
108,antioksidan,I-EFFECT
108,dianalisis,O
108,menggunakan,O
108,persamaan,O
108,garis,O
108,regresi,O
108,y,O
108,=,O
108,"3,293",O
108,x,O
108,+,O
108,40,O
108,.,O
109,606,O
109,",",O
109,diperoleh,O
109,IC,O
109,"1,675",O
109,ppm,O
109,dan,O
109,pembanding,O
109,vitamin,B-COMPOUND
109,C,I-COMPOUND
109,diperoleh,O
109,IC,O
109,"2,0405",O
109,ppm,O
109,.,O
110,Dari,O
110,hasil,O
110,tersebut,O
110,diketahui,O
110,ekstrak,B-TREATMENT
110,etanol,I-TREATMENT
110,batang,B-HERB
110,lengkuas,I-HERB
110,(,O
110,Alpinia,B-HERB
110,galanga,I-HERB
110,),O
110,dan,O
110,pembanding,O
110,vitamin,B-COMPOUND
110,C,I-COMPOUND
110,menunjukkan,O
110,keduanya,O
110,memiliki,O
110,aktivitas,B-EFFECT
110,antioksidan,I-EFFECT
110,yang,O
110,termasuk,O
110,dalam,O
110,kategori,O
110,sangat,O
110,kuat,O
110,.,O
111,Infeksi,B-DISEASE
111,adalah,O
111,penyakit,O
111,yang,O
111,dapat,O
111,menimbulkan,O
111,gejala,O
111,klinis,O
111,atau,O
111,asimtomatis,O
111,yang,O
111,dipicu,O
111,oleh,O
111,mikroorganisme,O
111,seperti,O
111,bakteri,O
111,.,O
112,Pseudomonas,O
112,aeruginosa,O
112,dan,O
112,Bacillus,O
112,subtilis,O
112,merupakan,O
112,bakteri,O
112,yang,O
112,dapat,O
112,menimbulkan,O
112,infeksi,B-DISEASE
112,nosokomial,O
112,.,O
113,Tujuan,O
113,penelitian,O
113,ini,O
113,adalah,O
113,untuk,O
113,mengetahui,O
113,aktivitas,B-EFFECT
113,antibakteri,I-EFFECT
113,dari,O
113,ekstrak,B-TREATMENT
113,dan,O
113,fraksi,O
113,rimpang,B-HERB
113,lengkuas,I-HERB
113,putih,O
113,(,O
113,Alpinia,B-HERB
113,galanga,I-HERB
113,),O
113,terhadap,O
113,bakteri,O
113,Pseudomonas,O
113,aeruginosa,O
113,dan,O
113,Bacillus,O
113,subtilis,O
113,dan,O
113,mengidentifikasi,O
113,golongan,O
113,senyawa,O
113,yang,O
113,berperan,O
113,sebagai,O
113,agen,O
113,antibakteri,B-EFFECT
113,.,O
114,Ekstrak,B-TREATMENT
114,diperoleh,O
114,dari,O
114,maserasi,B-METHOD
114,lengkuas,B-HERB
114,menggunakan,O
114,metanol,B-COMPOUND
114,70%,O
114,.,O
115,Metode,O
115,difusi,O
115,disk,O
115,dipilih,O
115,dalam,O
115,uji,O
115,aktivitas,B-EFFECT
115,antibakteri,I-EFFECT
115,.,O
116,Sampel,O
116,yang,O
116,diuji,O
116,adalah,O
116,ekstrak,B-TREATMENT
116,dengan,O
116,konsentrasi,O
116,"10,5",O
116,;,O
116,12,O
116,;,O
116,"13,5",O
116,;,O
116,dan,O
116,15,O
116,mg,O
116,/,O
116,disk,O
116,",",O
116,fraksi,O
116,metanol,B-COMPOUND
116,15,O
116,mg,O
116,/,O
116,disk,O
116,",",O
116,fraksi,O
116,etil,O
116,asetat,O
116,15,O
116,mg,O
116,/,O
116,disk,O
116,",",O
116,fraksi,O
116,kloroform,O
116,15,O
116,mg,O
116,/,O
116,disk,O
116,",",O
116,kloramfenikol,O
116,sebagai,O
116,kontrol,O
116,positif,O
116,",",O
116,dan,O
116,DMSO,O
116,sebagai,O
116,kontrol,O
116,negatif,O
116,.,O
117,Hasil,O
117,uji,O
117,ekstrak,B-TREATMENT
117,metanol,I-TREATMENT
117,menunjukkan,O
117,adanya,O
117,aktivitas,B-EFFECT
117,antibakteri,I-EFFECT
117,terhadap,O
117,Pseudomonas,O
117,aeruginosa,O
117,dan,O
117,Bacillus,O
117,subtilis,O
117,pada,O
117,konsentrasi,O
117,15,O
117,mg,O
117,/,O
117,disk,O
117,dengan,O
117,diameter,O
117,zona,O
117,hambat,O
117,berturut-turut,O
117,adalah,O
117,"13,5",O
117,±,O
117,"0,41",O
117,mm,O
117,dan,O
117,"16,0",O
117,±,O
117,"0,41",O
117,mm,O
117,.,O
118,Hasil,O
118,uji,O
118,fraksi,O
118,etil,O
118,asetat,O
118,menunjukkan,O
118,adanya,O
118,aktivitas,B-EFFECT
118,antibakteri,I-EFFECT
118,terbesar,O
118,terhadap,O
118,Pseudomonas,O
118,aeruginosa,O
118,dan,O
118,Bacillus,O
118,subtilis,O
118,dengan,O
118,diameter,O
118,zona,O
118,hambat,O
118,berturut-turut,O
118,adalah,O
118,"12,0",O
118,±,O
118,"0,41",O
118,mm,O
118,dan,O
118,13,O
118,.,O
119,7,O
119,±,O
119,"0,24",O
119,mm,O
119,.,O
120,Identifikasi,O
120,golongan,O
120,senyawa,O
120,rimapang,O
120,lengkuas,B-HERB
120,putih,I-HERB
120,(,O
120,Alpinia,B-HERB
120,galanga,I-HERB
120,),O
120,menggunakan,O
120,metode,O
120,KLT,B-METHOD
120,dengan,O
120,silika,O
120,gel,B-TREATMENT
120,GF,O
120,254,O
120,sebagai,O
120,fase,O
120,diam,O
120,",",O
120,kloroform,O
120,:,O
120,etil,O
120,asetat,O
120,(,O
120,1,O
120,:,O
120,1,O
120,v,O
120,/,O
120,v,O
120,),O
120,sebagai,O
120,fase,O
120,gerak,O
120,untuk,O
120,mengelusi,O
120,plat,O
120,ekstrak,B-TREATMENT
120,",",O
120,dan,O
120,kloroform,O
120,:,O
120,metanol,B-COMPOUND
120,(,O
120,9,O
120,:,O
120,3,O
120,v,O
120,/,O
120,v,O
120,),O
120,sebagai,O
120,fase,O
120,gerak,O
120,untuk,O
120,mengelusi,O
120,plat,O
120,fraksi,O
120,etil,O
120,asetat,O
120,.,O
121,Hasil,O
121,uji,O
121,fitokimia,O
121,rimpang,B-HERB
121,lengkuas,I-HERB
121,putih,O
121,(,O
121,Alpinia,B-HERB
121,galanga,I-HERB
121,),O
121,menunjukkan,O
121,ekstrak,B-TREATMENT
121,metanol,I-TREATMENT
121,positif,O
121,mengandung,O
121,alkaloid,B-COMPOUND
121,",",O
121,fenolik,B-COMPOUND
121,",",O
121,flavonoid,B-COMPOUND
121,",",O
121,dan,O
121,terpenoid,B-COMPOUND
121,",",O
121,sedangkan,O
121,pada,O
121,fraksi,O
121,etil,O
121,positif,O
121,mengandung,O
121,fenolik,B-COMPOUND
121,",",O
121,flavonoid,B-COMPOUND
121,",",O
121,dan,O
121,terpenoid,B-COMPOUND
121,.,O
122,Uji,O
122,bioautografi,O
122,menunjukkan,O
122,golongan,O
122,senyawa,O
122,yang,O
122,mampu,O
122,menghambat,O
122,bakteri,O
122,Pseudomonas,O
122,aeruginosa,O
122,dan,O
122,bakteri,O
122,Bacillus,O
122,subtilis,O
122,adalah,O
122,fenolik,B-COMPOUND
122,",",O
122,flavonoid,B-COMPOUND
122,",",O
122,dan,O
122,terpenoid,B-COMPOUND
122,.,O
123,Penelitian,O
123,ini,O
123,bertujuan,O
123,untuk,O
123,mengetahui,O
123,efektivitas,O
123,ekstrak,B-TREATMENT
123,etanol,I-TREATMENT
123,rimpang,B-HERB
123,lengkuas,I-HERB
123,putih,I-HERB
123,sebagai,O
123,analgesik,B-EFFECT
123,pada,O
123,tikus,B-POPULATION
123,putih,I-POPULATION
123,(,O
123,Rattus,B-POPULATION
123,norvegicus,I-POPULATION
123,),O
123,dengan,O
123,asam,O
123,mefenamat,O
123,sebagai,O
123,pembanding,O
123,.,O
124,Penelitian,O
124,ini,O
124,dilaksanakan,O
124,di,O
124,Laboratorium,O
124,Fakultas,O
124,Matematika,O
124,dan,O
124,Ilmu,O
124,Pengetahuan,O
124,Alam,O
124,Universitas,O
124,Kristen,O
124,Indonesia,O
124,Tomohon,O
124,.,O
125,Waktu,O
125,pelaksanaan,O
125,penelitian,O
125,dilakukan,O
125,pada,O
125,Bulan,O
125,November,O
125,2018,O
125,-,O
125,Desember,O
125,2018,O
125,.,O
126,Penelitian,O
126,ini,O
126,merupakan,O
126,penelitian,B-METHOD
126,eksperimental,I-METHOD
126,laboratorium,O
126,dengan,O
126,menggunakan,O
126,metode,O
126,Rancangan,B-METHOD
126,Acak,I-METHOD
126,Lengkap,I-METHOD
126,(,O
126,RAL,O
126,),O
126,yaitu,O
126,5,O
126,perlakuan,O
126,dengan,O
126,3,O
126,kali,O
126,ulangan,O
126,.,O
127,Hasil,O
127,penelitian,O
127,ekstrak,B-TREATMENT
127,etanol,I-TREATMENT
127,rimpang,B-HERB
127,lengkuas,I-HERB
127,putih,I-HERB
127,yang,O
127,diberi,O
127,dosis,O
127,berbeda,O
127,25,O
127,mg,O
127,/,O
127,kgBB,O
127,",",O
127,50,O
127,mg,O
127,/,O
127,kgBB,O
127,",",O
127,dan,O
127,100,O
127,mg,O
127,/,O
127,kgBB,O
127,",",O
127,menunjukan,O
127,adanya,O
127,efek,O
127,analgesik,B-EFFECT
127,pada,O
127,hewan,B-POPULATION
127,uji,I-POPULATION
127,.,O
128,Bila,O
128,dibandingkan,O
128,dengan,O
128,kontrol,O
128,positif,O
128,obat,O
128,asam,O
128,mefenamat,O
128,efek,O
128,penurunan,O
128,analgesik,B-EFFECT
128,lebih,O
128,tinggi,O
128,dari,O
128,ekstrak,B-TREATMENT
128,rimpang,B-HERB
128,lengkuas,I-HERB
128,putih,I-HERB
128,",",O
128,sedangkan,O
128,pada,O
128,kontrol,O
128,negatif,O
128,dengan,O
128,pemberian,O
128,CMC,O
128,1,O
128,%,O
128,efek,O
128,penurunan,O
128,analgesik,B-EFFECT
128,lebih,O
128,rendah,O
128,",",O
128,dosis,O
128,100,O
128,mg,O
128,/,O
128,kgBB,O
128,rimpang,B-HERB
128,lengkuas,I-HERB
128,putih,O
128,lebih,O
128,banyak,O
128,memberikan,O
128,efek,O
128,analgesik,B-EFFECT
128,.,O
129,Kesimpulannya,O
129,adalah,O
129,ekstrak,B-TREATMENT
129,rimpang,B-HERB
129,lengkuas,I-HERB
129,putih,I-HERB
129,memiliki,O
129,efek,O
129,analgesik,B-EFFECT
129,sebagai,O
129,penurun,O
129,rasa,O
129,nyeri,B-DISEASE
129,.,O
130,engkuas,O
130,merah,O
130,(,O
130,Alpinia,B-HERB
130,purpurata,I-HERB
130,),O
130,merupakan,O
130,tanaman,O
130,yang,O
130,termasuk,O
130,dalam,O
130,familyZingiberaceae,O
130,.,O
131,Rimpang,B-HERB
131,lengkuas,I-HERB
131,merah,O
131,secara,O
131,tradisional,O
131,digunakan,O
131,untuk,O
131,mengobati,O
131,penyakit,O
131,panu,O
131,dan,O
131,kurap,O
131,.,O
132,Rimpang,B-HERB
132,lengkuas,I-HERB
132,merah,O
132,mengandung,O
132,metabolit,O
132,sekunder,O
132,minyak,B-COMPOUND
132,atsiri,I-COMPOUND
132,",",O
132,eugnol,O
132,",",O
132,seskuiterpen,O
132,",",O
132,pinen,O
132,",",O
132,kaemferida,O
132,",",O
132,galangan,O
132,dan,O
132,galangol,O
132,yang,O
132,berkhasiat,O
132,sebagai,O
132,antijamur,B-EFFECT
132,.,O
133,Penelitian,O
133,ini,O
133,bertujuan,O
133,untuk,O
133,mengetahui,O
133,aktivitas,O
133,antijamur,B-EFFECT
133,ekstrak,B-TREATMENT
133,etanol,I-TREATMENT
133,rimpang,B-HERB
133,lengkuas,I-HERB
133,merah,I-HERB
133,terhadapMalasezia,O
133,furfurdan,O
133,Microsporum,O
133,canismenggunakan,O
133,metode,O
133,difusi,O
133,agar,O
133,.,O
134,Ekstrak,B-TREATMENT
134,lengkuas,B-HERB
134,merah,I-HERB
134,dibuat,O
134,dengan,O
134,variasi,O
134,konsentrasi,O
134,2%,O
134,",",O
134,5%,O
134,",",O
134,dan,O
134,10%,O
134,.,O
135,Hasil,O
135,penelitian,O
135,didapatkan,O
135,aktivitas,O
135,antijamur,B-EFFECT
135,ekstrak,B-TREATMENT
135,etanol,I-TREATMENT
135,lengkuas,B-HERB
135,merahdalam,O
135,bentuk,O
135,diamater,O
135,hambat,O
135,rata-ratapada,O
135,konsentrasi,O
135,2%,O
135,",",O
135,5%,O
135,",",O
135,dan,O
135,10%,O
135,terhadap,O
135,Malasezia,O
135,furfuradalah,O
135,"16,77",O
135,mm,O
135,",",O
135,"17,91",O
135,mm,O
135,",",O
135,dan,O
135,"19,72",O
135,mm,O
135,.,O
136,Diamater,O
136,hambat,O
136,rata-rataterhadap,O
136,Microsporum,O
136,canis,O
136,adalah,O
136,"10,58",O
136,mm,O
136,",",O
136,"13,57",O
136,mm,O
136,",",O
136,dan,O
136,"14,51",O
136,mm,O
136,.,O
137,Berdasarkan,O
137,hasil,O
137,penelitian,O
137,ini,O
137,dapat,O
137,disimpulkan,O
137,bahwa,O
137,ekstrak,B-TREATMENT
137,etanol,I-TREATMENT
137,lengkuas,B-HERB
137,merah,I-HERB
137,memiliki,O
137,aktivitas,O
137,antijamur,B-EFFECT
137,terhadap,O
137,Malasezia,O
137,furfurdan,O
137,Microsporum,O
137,canis,O
138,Latar,O
138,Belakang,O
138,:,O
138,Kanker,B-DISEASE
138,atau,O
138,keganasan,O
138,merupakan,O
138,sekelompok,O
138,penyakit,O
138,yang,O
138,ditandai,O
138,dengan,O
138,pertumbuhan,O
138,yang,O
138,tidak,O
138,terkendali,O
138,dan,O
138,penyebaran,O
138,sel-sel,O
138,abnormal,O
138,.,O
139,Salah,O
139,satu,O
139,kanker,B-DISEASE
139,yang,O
139,masih,O
139,menjadi,O
139,masalah,O
139,di,O
139,dunia,O
139,adalah,O
